Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Précédent code;Nom du site de baignade;Date déclaration UE;Type d'eau;Longitude (ETRS 89);Latitude (ETRS 89)
2020;Occitanie;48;FRJ1448144D048320;;PLAN D'EAU;01/07/2010;lac;3.74193;44.18035
2020;Occitanie;48;FRJ1448146D048110;;PONT DE MONTBRUN;01/01/1991;rivière;3.49581;44.33199
2020;Occitanie;48;FRJ1448146D048111;;PLAN D'EAU DE PRADES;01/01/1999;lac;3.45593;44.35087
2020;Occitanie;48;FRJ1448146D048112;;BASE DE PLEIN AIR;01/01/1999;rivière;3.4338;44.36541
2020;Occitanie;48;FRJ1448146D048114;;ST CHELY DU TARN;01/01/1999;rivière;3.38282;44.33676
2020;Occitanie;48;FRJ1448146D048129;;BAIGNADE DU PONT;01/01/2002;rivière;3.41111;44.36337
2020;Occitanie;48;FRJ1448146D048150;;HAUTERIVES AVAL;01/01/2006;rivière;3.34562;44.31656
2020;Occitanie;48;FRJ1448146D048170;;CAMPING DEL RON;01/01/2007;rivière;3.47537;44.33655
2020;Occitanie;48;FRJ1448148D048304;;CASCADE DU MARTINET;01/01/1991;rivière;3.83696;44.15661
2020;Occitanie;48;FRJ1448158D048300;;PONT DE SAINT HILAIRE;01/01/2007;rivière;3.86965;44.26584
2020;Occitanie;48;FRJ1448166D048127;;GRATTEGALS;01/01/2004;rivière;3.5897;44.28238
2020;Occitanie;48;FRJ1448193D048450;;VIEUX PONT;01/01/2000;rivière;3.5795;44.23817
2020;Occitanie;48;FRJ1448194D048104;;LA PLANCHE;01/01/1991;rivière;3.88723;44.32847
2020;Occitanie;48;FRJ1448198D048102;;BARRAGE DE VILLEFORT;01/01/1991;lac;3.9284;44.45752
2020;Occitanie;65;FRJ2665286D065001;;LOURDES PLAGE;10/07/2014;lac;-0.07909;43.10597
2020;Occitanie;66;FRJ1566004D066250;;LAC DE MATEMALE (L'OURSON);01/01/1992;lac;2.09761;42.57438
2020;Occitanie;66;FRJ1566008M066180;;PLAGE CALANQUE DE L'OUILLE;01/01/1992;eau côtière;3.07569;42.53385
2020;Occitanie;66;FRJ1566008M066190;;PLAGE DU RACOU;01/01/1992;eau côtière;3.05634;42.5381
2020;Occitanie;66;FRJ1566008M066200;;PLAGE SUD ARGELES;01/01/1992;eau côtière;3.05174;42.54473
2020;Occitanie;66;FRJ1566008M066210;;PLAGE CENTRE - LES PINS;01/01/1992;eau côtière;3.04972;42.55209
2020;Occitanie;66;FRJ1566008M066215;;PLAGE DE LA MARENDA - TAMARIGUIER;01/01/1997;eau côtière;3.047;42.57031
2020;Occitanie;66;FRJ1566008M066220;;PLAGE DU MAS LARRIEU;01/01/1992;eau côtière;3.04553;42.58751
2020;Occitanie;66;FRJ1566016M066040;;TROC PINELL;01/01/1992;eau côtière;3.14341;42.47932
2020;Occitanie;66;FRJ1566016M066050;;CENTRALE;01/01/1992;eau côtière;3.13049;42.48213
2020;Occitanie;66;FRJ1566016M066060;;PLAGE DES ELMES;01/01/1992;eau côtière;3.12771;42.4876
2020;Occitanie;66;FRJ1566016M066070;;CENTRE HELIOMARIN;01/01/1992;eau côtière;3.12899;42.48913
2020;Occitanie;66;FRJ1566017M066480;;PLAGE DU VILLAGE;01/01/1992;eau côtière;3.03964;42.78696
2020;Occitanie;66;FRJ1566017M066485;;PLAGE DIGUE SUD DU PORT (P6);15/06/2010;eau côtière;3.04102;42.7936
2020;Occitanie;66;FRJ1566017M066490;;PLAGE DU LYDIA;01/01/1992;eau côtière;3.04262;42.82797
2020;Occitanie;66;FRJ1566017M066493;;PLAGE DES 3 COLONNES;15/06/2013;eau côtière;3.04124;42.81671
2020;Occitanie;66;FRJ1566017M066495;;PLAGE DU LIDO (BARCARES);15/06/2010;eau côtière;3.03995;42.8061
2020;Occitanie;66;FRJ1566037M066285;;PLAGE LIDO SUD (CANET);15/06/2012;eau côtière;3.03633;42.64896
2020;Occitanie;66;FRJ1566037M066290;;PLAGE DU LIDO NORD (CANET);01/01/1992;eau côtière;3.03509;42.66024
2020;Occitanie;66;FRJ1566037M066300;;PLAGE DU MAR ESTANG;01/01/1992;eau côtière;3.03598;42.67607
2020;Occitanie;66;FRJ1566037M066305;;PLAGE DE LA MARENDA;01/01/1992;eau côtière;3.03651;42.68358
2020;Occitanie;66;FRJ1566037M066307;;PLAGE DU GRAND LARGE;01/01/2006;eau côtière;3.03696;42.68882
2020;Occitanie;66;FRJ1566037M066310;;PLAGE CENTRALE;01/01/1992;eau côtière;3.03747;42.69322
2020;Occitanie;66;FRJ1566037M066320;;PLAGE DU ROUSSILLON;01/01/1992;eau côtière;3.0382;42.6993
2020;Occitanie;66;FRJ1566037M066330;;PLAGE DU SARDINAL (PORT-GCU);01/01/1992;eau côtière;3.03891;42.70556
2020;Occitanie;66;FRJ1566037M066350;;PLAGE DU SARDINAL (POSTE SECOURS);01/01/1992;eau côtière;3.03926;42.70791
2020;Occitanie;66;FRJ1566048M066020;;CENTRALE VILLAGE;01/01/1992;eau côtière;3.16604;42.44139
2020;Occitanie;66;FRJ1566048M066030;;PEYREFITTE;01/01/1992;eau côtière;3.15726;42.46012
2020;Occitanie;66;FRJ1566053M066138;;PLAGE DES BATTERIES;15/06/2011;eau côtière;3.0954;42.52374
2020;Occitanie;66;FRJ1566053M066140;;PLAGE DU FAUBOURG;01/01/1992;eau côtière;3.08614;42.52417
2020;Occitanie;66;FRJ1566053M066150;;PLAGE DES PECHEURS;01/01/1992;eau côtière;3.08578;42.52713
2020;Occitanie;66;FRJ1566053M066160;;PLAGE SAINT VINCENT;01/01/1992;eau côtière;3.08735;42.52766
2020;Occitanie;66;FRJ1566065M066225;;PLAGE DU BOCAL DU TECH;15/06/2010;eau côtière;3.04396;42.59696
2020;Occitanie;66;FRJ1566070D066160;;CAMPING CANIGOU (LE LLECH);01/07/2010;lac;2.50123;42.61455
2020;Occitanie;66;FRJ1566139D066021;;BAIGNADE EL MOULI;01/01/1992;rivière;2.48104;42.73569
2020;Occitanie;66;FRJ1566148M066080;;ANSE DE PAULILLES(BERNARDI);01/01/1992;eau côtière;3.12307;42.50508
2020;Occitanie;66;FRJ1566148M066120;;PLAGE D'EN BAUX;01/01/1992;eau côtière;3.10229;42.52437
2020;Occitanie;66;FRJ1566148M066130;;PLAGE DE L'OLI;01/01/1992;eau côtière;3.09937;42.52367
2020;Occitanie;66;FRJ1566148M066135;;PLAGE DE L'USINE;01/01/2006;eau côtière;3.1251;42.50213
2020;Occitanie;66;FRJ1566148M066136;;PLAGE DU FOURAT;01/01/2006;eau côtière;3.12906;42.49989
2020;Occitanie;66;FRJ1566171M066230;;POSTE DE SECOURS No6, PLAGE DE LA LAGUNE;01/01/1992;eau côtière;3.04367;42.6004
2020;Occitanie;66;FRJ1566171M066240;;POSTE DE SECOURS No4, PLAGE DES CAPELLANS;01/01/1992;eau côtière;3.04085;42.6145
2020;Occitanie;66;FRJ1566171M066260;;POSTE DE SECOURS No3, LE PORT;01/01/1992;eau côtière;3.03744;42.62515
2020;Occitanie;66;FRJ1566171M066270;;POSTE DE SECOURS No2, PLAGE DE L'ART;01/01/1992;eau côtière;3.03694;42.62901
2020;Occitanie;66;FRJ1566171M066280;;POSTE DE SECOURS No1, PLAGE DE L'ART;01/01/1992;eau côtière;3.0364;42.63613
2020;Occitanie;66;FRJ1566178D066225;;CENTRE NATUREL DE LOISIRS ET SPORTS NAUTIQUES;01/01/1995;lac;2.80514;42.51313
2020;Occitanie;66;FRJ1566182M066410;;PLAGE DU 1ER EPI;01/01/1992;eau côtière;3.03979;42.72517
2020;Occitanie;66;FRJ1566182M066420;;PLAGE DU 2EME EPI;01/01/1992;eau côtière;3.0395;42.72751
2020;Occitanie;66;FRJ1566182M066430;;PLAGE DU 3EME EPI;01/01/1992;eau côtière;3.03937;42.72861
2020;Occitanie;66;FRJ1566182M066440;;PLAGE DU 4EME EPI;01/01/1992;eau côtière;3.0385;42.73037
2020;Occitanie;66;FRJ1566182M066450;;PLAGE CENTRALE STE-MARIE;01/01/1992;eau côtière;3.03835;42.73403
2020;Occitanie;66;FRJ1566182M066460;;PLAGE DU CAMPING MUNICIPAL;01/01/1992;eau côtière;3.03867;42.73766
2020;Occitanie;66;FRJ1566212M066462;;PLAGE DE L'AUQUE;15/06/2015;eau côtière;3.03958;42.74829
2020;Occitanie;66;FRJ1566212M066465;;PLAGE SUD;01/01/1992;eau côtière;3.03867;42.75841
2020;Occitanie;66;FRJ1566212M066470;;PLAGE CENTRE;01/01/1992;eau côtière;3.03914;42.7669
2020;Occitanie;66;FRJ1566212M066475;;PLAGE NORD;01/01/1992;eau côtière;3.0393;42.77359
2020;Occitanie;66;FRJ1566227D066220;;PLAGE CENTRALE (RETENUE TOURISTIQUE);01/01/1992;lac;2.90521;42.64018
2020;Occitanie;66;FRJ1566230D066170;;PLAGE PUBLIQUE;01/01/1992;lac;2.53429;42.64907
2020;Occitanie;66;FRJ1566230D066180;;PLAGE DU CAMPING;01/01/1992;lac;2.53532;42.64601
2020;Occitanie;81;FRJ2781008D081022;;BARRAGE DE LA ROUCARIE;01/01/1993;lac;2.14012;44.08397
2020;Occitanie;81;FRJ2781026D081010;;BAIGNADE DU ROC BLANC;01/08/2017;rivière;2.30328;43.9433
2020;Occitanie;81;FRJ2781033D081001;;CAP DECOUVERTE PLAGE SAINTE MARIE;01/01/2003;lac;2.14339;44.02109
2020;Occitanie;81;FRJ2781064D081074;;RETENUE DE VERE-GRESIGNE;01/01/1991;lac;1.78894;43.97087
2020;Occitanie;81;FRJ2781078D081003;;CAMPING SAINT-CHARLES;01/07/2010;lac;1.97114;43.66293
2020;Occitanie;81;FRJ2781163D081002;;BARRAGE DES MONTAGNES;01/01/1991;lac;2.34341;43.46507
2020;Occitanie;81;FRJ2781183D081011;;BASE DEPARTEMENTALE RAZISSE;01/07/2016;lac;2.34489;43.80729
2020;Occitanie;81;FRJ2781193D081005;;PLAGE DE RIEU-MONTAGNE;01/01/1991;lac;2.77619;43.64694
2020;Occitanie;81;FRJ2781201D081012;;CAMPING  AIRE NATURELLE PAMPELONNE;01/07/2017;rivière;2.25727;44.12577
2020;Occitanie;81;FRJ2781220D081022;;RIVIERE TARN RABASTENS;01/07/2016;rivière;1.72492;43.82148
2020;Occitanie;81;FRJ2781225D081021;;RIVIERE TARN AIGUELEZE;01/07/2014;rivière;1.98649;43.91037
2020;Occitanie;81;FRJ2781257D081011;;BAIGNADE DES AVALATS Lo Capial;01/07/2016;rivière;2.24331;43.94009
2020;Occitanie;81;FRJ2781303D081007;;ESPACE BASE DE LOISIRS TREBAS;01/01/1998;rivière;2.48316;43.94124
2020;Occitanie;82;FRJ2882025D082010;;PLAGE DU LAC DE NEGRET;01/01/1998;lac;1.28362;43.96253
2020;Occitanie;82;FRJ2882088D082380;;LAGUEPIE Viaur plage PMR;01/07/2019;rivière;1.97031;44.14273
2020;Occitanie;82;FRJ2882088D082510;;VIAUR  AU PONTON;01/01/1992;rivière;1.97171;44.14315
2020;Occitanie;82;FRJ2882090D082370;;ARDUS PLAGE;01/01/1991;rivière;1.37036;44.07368
2020;Occitanie;82;FRJ2882113D082050;;LAC.PLAGE SABLE;01/01/1991;lac;1.3659;44.18546
2020;Occitanie;82;FRJ2882115D082061;;LAC.PLAGE COTE TOBOGGAN;01/01/1991;lac;1.5941;43.97026
2020;Occitanie;82;FRJ2882117D082040;;PLAGE DU LAC DES CHENES;01/01/1991;lac;1.03397;44.33628
2020;Occitanie;82;FRJ2882137D082070;;LAC. PLAGE.;01/07/2017;lac;1.868;44.27019
2020;Pays de la Loire;44;FRG0144006M044010;;PONT MAHE;01/01/1991;eau côtière;-2.45377;47.44393
2020;Pays de la Loire;44;FRG0144006M044020;;PEN BE;01/01/1991;eau côtière;-2.45772;47.42498
2020;Pays de la Loire;44;FRG0144010M044190;;VALENTIN;01/01/1991;eau côtière;-2.49664;47.27918
2020;Pays de la Loire;44;FRG0144010M044200;;SAINT MICHEL;01/01/1991;eau côtière;-2.48148;47.2737
2020;Pays de la Loire;44;FRG0144010M044210;;LA GOVELLE;01/01/1991;eau côtière;-2.4557;47.26728
2020;Pays de la Loire;44;FRG0144012M044670;;ROCHE MARIE;01/01/1991;eau côtière;-2.04936;47.08718
2020;Pays de la Loire;44;FRG0144012M044680;;GRANDE PLAGE FACE MAIRIE;01/01/1991;eau côtière;-2.04074;47.08018
2020;Pays de la Loire;44;FRG0144012M044685;;PLAN D'EAU;01/01/1992;eau côtière;-2.03783;47.07814
2020;Pays de la Loire;44;FRG0144012M044690;;FACE AV. LOUIS GAUTIER;01/01/1991;eau côtière;-2.03333;47.07433
2020;Pays de la Loire;44;FRG0144020D044200;;ROCHE BALLUE;01/01/2001;lac;-1.65361;47.18375
2020;Pays de la Loire;44;FRG0144049M044140;;SAINT JEAN DE DIEU;01/01/1991;eau côtière;-2.52286;47.3018
2020;Pays de la Loire;44;FRG0144049M044150;;LE CASTOUILLET (BAIE);01/01/1991;eau côtière;-2.53776;47.30025
2020;Pays de la Loire;44;FRG0144049M044160;;PORT AUX ROCS;01/01/1991;eau côtière;-2.54748;47.29647
2020;Pays de la Loire;44;FRG0144049M044170;;LES SABLES MENUS;01/01/1991;eau côtière;-2.52355;47.28689
2020;Pays de la Loire;44;FRG0144049M044180;;PORT LIN;01/01/1991;eau côtière;-2.51315;47.28385
2020;Pays de la Loire;44;FRG0144055M044240;;PLAGE BENOIT;01/01/1991;eau côtière;-2.4161;47.2775
2020;Pays de la Loire;44;FRG0144055M044250;;FACE AV. DU GAL DE GAULLE;01/01/1991;eau côtière;-2.3921;47.28107
2020;Pays de la Loire;44;FRG0144055M044260;;FACE AV. DE LA GRANDE DUNE;01/01/1991;eau côtière;-2.36733;47.27608
2020;Pays de la Loire;44;FRG0144057D044020;;ETANG AUME;01/01/1991;lac;-2.06266;47.60339
2020;Pays de la Loire;44;FRG0144077D044030;;VIOREAU;01/01/1991;lac;-1.41825;47.5269
2020;Pays de la Loire;44;FRG0144096D044100;;PLAN D'EAU DU PONT CORNOUAILLE;06/07/2019;lac;-1.22715;47.43781
2020;Pays de la Loire;44;FRG0144097M044030;;BOLE DE MERQUEL;01/01/1991;eau côtière;-2.46424;47.41369
2020;Pays de la Loire;44;FRG0144097M044040;;SORLOCK;01/01/1991;eau côtière;-2.47002;47.41717
2020;Pays de la Loire;44;FRG0144097M044050;;CABONNAIS;01/01/1991;eau côtière;-2.47561;47.41397
2020;Pays de la Loire;44;FRG0144097M044060;;LANSERIA;01/01/1991;eau côtière;-2.48938;47.40787
2020;Pays de la Loire;44;FRG0144106M044700;;LE PRE VINCENT;01/01/1991;eau côtière;-2.00637;47.06208
2020;Pays de la Loire;44;FRG0144115D044110;;PLAN D'EAU;01/01/1991;lac;-1.27771;47.34634
2020;Pays de la Loire;44;FRG0144125M044070;;BRAMBELL;01/01/1991;eau côtière;-2.51408;47.3966
2020;Pays de la Loire;44;FRG0144125M044080;;PORS-ER-STER;01/01/1991;eau côtière;-2.52521;47.39
2020;Pays de la Loire;44;FRG0144125M044090;;PORT AU LOUP;01/01/1991;eau côtière;-2.52852;47.3869
2020;Pays de la Loire;44;FRG0144125M044100;;SAINT MICHEL;01/01/1991;eau côtière;-2.54947;47.38072
2020;Pays de la Loire;44;FRG0144125M044110;;LERAT;01/01/1991;eau côtière;-2.53348;47.366
2020;Pays de la Loire;44;FRG0144126M044460;;LE CORMIER;01/01/1991;eau côtière;-2.17761;47.15683
2020;Pays de la Loire;44;FRG0144126M044470;;PORT GIRAUD;01/01/1991;eau côtière;-2.19304;47.15876
2020;Pays de la Loire;44;FRG0144126M044480;;LE MOUTON;01/01/1991;eau côtière;-2.20919;47.15661
2020;Pays de la Loire;44;FRG0144126M044490;;JOALLAND;01/01/1991;eau côtière;-2.21628;47.15445
2020;Pays de la Loire;44;FRG0144128D044180;;ETANG DE BUHEL;01/01/1996;lac;-1.88731;47.53798
2020;Pays de la Loire;44;FRG0144131M044550;;L'ETANG;01/01/1999;eau côtière;-2.17666;47.12023
2020;Pays de la Loire;44;FRG0144131M044560;;PORTMAIN;01/01/1991;eau côtière;-2.16501;47.11837
2020;Pays de la Loire;44;FRG0144131M044570;;LE PORTEAU;01/01/1991;eau côtière;-2.14729;47.11301
2020;Pays de la Loire;44;FRG0144131M044580;;LES SABLONS;01/01/1991;eau côtière;-2.13741;47.11163
2020;Pays de la Loire;44;FRG0144131M044590;;MONTBEAU;01/01/1991;eau côtière;-2.12984;47.11202
2020;Pays de la Loire;44;FRG0144131M044600;;LES GRANDES VALLEES;01/01/1991;eau côtière;-2.1238;47.11118
2020;Pays de la Loire;44;FRG0144131M044610;;LA NOEVEILLARD;01/01/1991;eau côtière;-2.11684;47.11006
2020;Pays de la Loire;44;FRG0144131M044620;;LA SOURCE;01/01/1991;eau côtière;-2.0972;47.10681
2020;Pays de la Loire;44;FRG0144131M044630;;LA BIROCHERE;01/01/1991;eau côtière;-2.09141;47.10497
2020;Pays de la Loire;44;FRG0144131M044640;;LA JOSELIERE;01/01/1991;eau côtière;-2.08342;47.10331
2020;Pays de la Loire;44;FRG0144131M044650;;LA FONTAINE AUX BRETONS;01/01/1991;eau côtière;-2.07161;47.09944
2020;Pays de la Loire;44;FRG0144131M044660;;LA BOUTINARDIERE;01/01/1991;eau côtière;-2.05384;47.09466
2020;Pays de la Loire;44;FRG0144132M044270;;PLAGE DES LIBRAIRES;01/01/1991;eau côtière;-2.34703;47.26634
2020;Pays de la Loire;44;FRG0144132M044280;;BONNE SOURCE;01/01/1991;eau côtière;-2.32311;47.24698
2020;Pays de la Loire;44;FRG0144132M044290;;SAINTE MARGUERITE;01/01/1991;eau côtière;-2.31074;47.24147
2020;Pays de la Loire;44;FRG0144135M044214;;BAIE DU GUEC;15/06/2010;eau côtière;-2.43269;47.25925
2020;Pays de la Loire;44;FRG0144135M044216;;BAIE DE CONVERT;15/06/2010;eau côtière;-2.42493;47.25954
2020;Pays de la Loire;44;FRG0144135M044225;;ANSE DE TOULLAIN;01/01/1992;eau côtière;-2.42073;47.26625
2020;Pays de la Loire;44;FRG0144135M044230;;LE NAU;01/01/1991;eau côtière;-2.4241;47.27207
2020;Pays de la Loire;44;FRG0144136M044500;;L'ANSE DU SUD;01/01/1991;eau côtière;-2.24049;47.13249
2020;Pays de la Loire;44;FRG0144136M044510;;LA RAIZE;01/01/1991;eau côtière;-2.23334;47.13164
2020;Pays de la Loire;44;FRG0144136M044520;;GRANDE PLAGE;01/01/1991;eau côtière;-2.22199;47.12761
2020;Pays de la Loire;44;FRG0144136M044530;;MARGARET;01/01/1991;eau côtière;-2.21618;47.12464
2020;Pays de la Loire;44;FRG0144136M044540;;PORT MELEU;01/01/1991;eau côtière;-2.20353;47.12467
2020;Pays de la Loire;44;FRG0144136M044560;;PLAGE DES CHATELETS;15/06/2018;eau côtière;-2.22717;47.13044
2020;Pays de la Loire;44;FRG0144136M044570;;PLAGE DU CHOIZEAU;15/06/2019;eau côtière;-2.1823;47.12206
2020;Pays de la Loire;44;FRG0144154M044370;;PLAGE DES POILUS;01/01/1991;eau côtière;-2.17143;47.26251
2020;Pays de la Loire;44;FRG0144154M044380;;PLAGE DES PINS;01/01/1991;eau côtière;-2.17017;47.24991
2020;Pays de la Loire;44;FRG0144154M044400;;PLAGE DE L'OCEAN;01/01/1991;eau côtière;-2.17656;47.22773
2020;Pays de la Loire;44;FRG0144154M044410;;PLAGE DES ROCHELETS;01/01/1991;eau côtière;-2.16506;47.21629
2020;Pays de la Loire;44;FRG0144154M044420;;PLAGE DE L'ERMITAGE;01/01/1991;eau côtière;-2.15953;47.20756
2020;Pays de la Loire;44;FRG0144154M044425;;PLAGE DE LA PIERRE ATTELEE;01/01/1995;eau côtière;-2.1586;47.20065
2020;Pays de la Loire;44;FRG0144175D044090;;ETANG DES BRIERES DU BOURG;01/01/1991;lac;-2.3008;47.39759
2020;Pays de la Loire;44;FRG0144182M044430;;GOHAUD;01/01/1991;eau côtière;-2.1615;47.19087
2020;Pays de la Loire;44;FRG0144182M044440;;LE REDOIS;01/01/1991;eau côtière;-2.16248;47.18182
2020;Pays de la Loire;44;FRG0144182M044450;;THARON;01/01/1991;eau côtière;-2.16735;47.1685
2020;Pays de la Loire;44;FRG0144184M044300;;LES JAUNAIS;01/01/1991;eau côtière;-2.30283;47.23649
2020;Pays de la Loire;44;FRG0144184M044310;;MONSIEUR HULOT SAINT MARC SUR MER;01/01/1991;eau côtière;-2.28095;47.23757
2020;Pays de la Loire;44;FRG0144184M044320;;ST MARC SUR MER LA COURANCE;01/01/1991;eau côtière;-2.27142;47.23942
2020;Pays de la Loire;44;FRG0144184M044330;;PORCE;01/01/1991;eau côtière;-2.2533;47.25304
2020;Pays de la Loire;44;FRG0144184M044350;;VILLES MARTIN;01/01/1991;eau côtière;-2.22586;47.25727
2020;Pays de la Loire;44;FRG0144184M044360;;PLAGE DE SAINT-NAZAIRE;01/01/1991;eau côtière;-2.20692;47.27035
2020;Pays de la Loire;44;FRG0144188D044150;;PLAN D'EAU DE LA BASE DE LOISIRS;01/01/1997;lac;-1.63767;47.04064
2020;Pays de la Loire;44;FRG0144192D044170;;PLAN D'EAU - BASE DE LOISIRS;15/06/2015;lac;-2.015;47.25987
2020;Pays de la Loire;44;FRG0144211M044115;;KER ELISABETH;01/01/2001;eau côtière;-2.51953;47.355
2020;Pays de la Loire;44;FRG0144211M044120;;LES BRETONS;01/01/1991;eau côtière;-2.50767;47.34291
2020;Pays de la Loire;44;FRG0144211M044130;;PEN BRON;01/01/1991;eau côtière;-2.50351;47.32761
2020;Pays de la Loire;49;FRG0249007D049010;;LAC DE MAINE;01/01/1991;lac;-0.5914;47.4613
2020;Pays de la Loire;49;FRG0249092D049209;;COULVEE;01/01/1999;lac;-0.73717;47.20203
2020;Pays de la Loire;49;FRG0249129D049110;;LES SABLIERES;01/01/1991;lac;-0.51393;47.53407
2020;Pays de la Loire;49;FRG0249138D049120;;PLAN D'EAU DE FONTAINE-GUERIN;01/01/1991;lac;-0.19659;47.48848
2020;Pays de la Loire;49;FRG0249160D049149;;LE PORT (INGRANDES);16/07/2010;lac;-0.91861;47.39864
2020;Pays de la Loire;49;FRG0249163D049080;;ETANG DE MALAGUE;01/01/1991;lac;-0.29347;47.55053
2020;Pays de la Loire;49;FRG0249183D049430;;PLAN D'EAU DU PETIT ANJOU;04/07/2011;lac;-0.87646;47.51833
2020;Pays de la Loire;49;FRG0249211D049160;;PLAN D'EAU DE MONTILLIERS;01/01/1992;lac;-0.5085;47.18153
2020;Pays de la Loire;49;FRG0249218D049125;;PLAN D'EAU DE LA BARBOTINE;01/01/1991;lac;-1.13281;47.27094
2020;Pays de la Loire;49;FRG0249248D049200;;ETANG DE SAINT AUBIN;01/01/1991;lac;-1.17977;47.74961
2020;Pays de la Loire;49;FRG0249259D049210;;LE LOUET;01/01/1991;rivière;-0.65458;47.35968
2020;Pays de la Loire;49;FRG0249310D049331;;PLAN D'EAU DE ST PAUL-DU-BOIS;01/01/1999;lac;-0.54544;47.07799
2020;Pays de la Loire;49;FRG0249328D049215;;MILLOCHEAU;01/01/1991;lac;-0.08347;47.27071
2020;Pays de la Loire;49;FRG0249377D049220;;LE PORT (VILLEVEQUE);01/01/1991;rivière;-0.42414;47.56315
2020;Pays de la Loire;49;FRG5124910D049094;FRFR5124910D049094;PLAN D'EAU DE COMBREE;#N/A;lac;-1.02875;47.70249
2020;Pays de la Loire;49;FRG5124914D049132;FRFR5124914D049132;PLAN D'EAU DE GREZILLE;#N/A;lac;-0.34966;47.32594
2020;Pays de la Loire;49;FRG5124918D049418;FRFR5124918D049418;PLAN D'EAU DE MARIGNE;#N/A;lac;-0.61856;47.71893
2020;Pays de la Loire;49;FRG5124922D049170;FRFR5124922D049170;ETANG DE SAINT BLAISE;#N/A;lac;-0.95135;47.71244
2020;Pays de la Loire;49;FRG5124931D049001;FRFR5124931D049001;PARC DE LOISIRS DE L'ETANG;#N/A;lac;-0.43748;47.36048
2020;Pays de la Loire;53;FRG0353007D053011;;PLAN D'EAU D'ARGENTRE;01/01/1992;lac;-0.63586;48.0774
2020;Pays de la Loire;53;FRG0353036D053013;;PLAN D'EAU DE BOUERE;01/01/1992;lac;-0.47359;47.86237
2020;Pays de la Loire;53;FRG0353111D053090;;LAC DE HAUTE MAYENNE;01/07/2019;lac;-0.59499;48.37258
2020;Pays de la Loire;53;FRG0353153D053015;;LE GUE DE SELLE;01/01/1992;lac;-0.42886;48.20122
2020;Pays de la Loire;53;FRG0353212D053017;;BAIGNADE DE LA CHESNAIE;01/01/1992;lac;-0.53345;47.96504
2020;Pays de la Loire;53;FRG0353258D053086;;BAIGNADE DE LA RINCERIE;01/07/2017;lac;-1.06774;47.86566
2020;Pays de la Loire;72;FRG0472008D072001;;PLAN D'EAU DE LA GEMERIE A ARNAGE;01/01/1992;lac;0.17807;47.94164
2020;Pays de la Loire;72;FRG0472050D072002;;PLAN D'EAU DE BRULON;01/01/1992;lac;-0.22644;47.96092
2020;Pays de la Loire;72;FRG0472059D072003;;PLAN D'EAU DE CHANTENAY VILLEDIEU;01/01/1992;lac;-0.16751;47.91595
2020;Pays de la Loire;72;FRG0472132D072004;;PLAN D'EAU DE LA FERTE BERNARD;01/01/1992;lac;0.64786;48.18026
2020;Pays de la Loire;72;FRG0472154D072005;;PLAN D'EAU DE LA MONNERIE  LA FLECHE;01/01/1992;lac;-0.0463;47.70056
2020;Pays de la Loire;72;FRG0472158D072006;;PLAN D'EAU DE LAVARE;01/01/1992;lac;0.65409;48.0529
2020;Pays de la Loire;72;FRG0472180D072015;;PLAN D'EAU DE MAMERS;01/01/1997;lac;0.37415;48.35768
2020;Pays de la Loire;72;FRG0472183D072008;;PLAGE CAMPING DE MARCON;01/01/1992;lac;0.49745;47.71312
2020;Pays de la Loire;72;FRG0472183D072016;;PLAGE PUBLIQUE DE MARCON;01/01/1997;lac;0.49035;47.71417
2020;Pays de la Loire;72;FRG0472334D072009;;LAC DE SILLE LE GUILLAUME;01/01/1992;lac;-0.13036;48.21246
2020;Pays de la Loire;72;FRG0472344D072011;;PLAN D'EAU LE HOUSSAY A SPAY;01/01/1992;lac;0.1588;47.91862
2020;Pays de la Loire;72;FRG0472363D072013;;GRANDE PLAGE DE TUFFE;01/01/1992;lac;0.51896;48.11618
2020;Pays de la Loire;85;FRG0585001M085395;;PLAN D'EAU DE L'AIGUILLON;01/01/1991;eau côtière;-1.31038;46.33398
2020;Pays de la Loire;85;FRG0585001M085397;;L'OASIS;01/01/1995;eau côtière;-1.23379;46.28016
2020;Pays de la Loire;85;FRG0585006D085605;;LE LAC;01/01/1991;lac;-1.736;46.74439
2020;Pays de la Loire;85;FRG0585011M085120;;L'OCEAN;01/01/1991;eau côtière;-2.18265;46.9363
2020;Pays de la Loire;85;FRG0585012M085125;;FROMENTINE;01/01/1991;eau côtière;-2.14417;46.89098
2020;Pays de la Loire;85;FRG0585012M085130;;LA GRANDE COTE;01/01/1991;eau côtière;-2.15612;46.88465
2020;Pays de la Loire;85;FRG0585035M085220;;LA SAUZAIE;01/01/1991;eau côtière;-1.89289;46.637
2020;Pays de la Loire;85;FRG0585035M085235;;LA PAREE;01/01/1991;eau côtière;-1.8757;46.62637
2020;Pays de la Loire;85;FRG0585035M085245;;LE MARAIS GIRARD;01/01/1991;eau côtière;-1.864;46.61522
2020;Pays de la Loire;85;FRG0585035M085250;;LA NORMANDELIERE;01/01/1991;eau côtière;-1.86221;46.61273
2020;Pays de la Loire;85;FRG0585035M085255;;LES DUNES;01/01/1991;eau côtière;-1.85744;46.60677
2020;Pays de la Loire;85;FRG0585051D085621;;LE TOUCHEGRAY;01/07/2018;lac;-1.06414;46.65301
